name,ra,dec,z,type
SDSS J163904.41+415705.3,249.768382,41.951494,0.94,Q
SDSS J102636.11+632114.0,156.650492,63.353902,0.91,Q
SDSS J141214.33+543630.9,213.059695,54.608613,2.28,Q
SDSS J085041.61+405755.1,132.673393,40.965312,0.64,Q
SDSS J103656.72+385804.3,159.236389,38.967877,0.64,Q
SDSS J090041.35+411416.5,135.172306,41.23794,0.64,Q
SDSS J140010.27+313342.0,210.0428,31.561672,0.76,Q
SDSS J163837.57+263016.6,249.656533,26.50463,0.63,Q
SDSS J170140.78+440033.4,255.419915,44.009306,0.92,Q
SDSS J001146.11+021929.5,2.942155,2.324891,0.67,Q
SDSS J144342.50+440137.5,220.927087,44.027134,0.8,Q
SDSS J115705.66+200850.5,179.273608,20.147394,0.49,Q
SDSS J131758.81+671210.9,199.495103,67.203063,2.22,Q
SDSS J122913.10+033218.7,187.304606,3.538529,2.36,QX
SDSS J015705.90+111253.7,29.274574,11.214926,1.08,Q
SDSS J213914.75-014250.5,324.811463,-1.714052,0.45,A
SDSS J094144.89+270021.8,145.437073,27.006092,0.59,Q
SDSS J221457.47+070055.4,333.739485,7.015415,0.72,Q
SDSS J132202.17+394231.8,200.509046,39.708839,0.25,AX
SDSS J161944.99+365636.2,244.937462,36.943392,0.72,QR2
SDSS J121503.92+125331.4,183.766385,12.892053,0.61,QX
SDSS J091915.38+554007.3,139.814112,55.6687,1.77,QR
SDSS J231240.03-083919.8,348.166817,-8.655521,0.15,Q
SDSS J145321.79+404639.4,223.340812,40.777598,0.86,Q
SDSS J014151.32+063826.5,25.463911,6.640733,0.68,QR
SDSS J233759.51-085615.9,354.49799,-8.937739,0.43,A
SDSS J010455.67+123819.0,16.231983,12.638613,0.8,Q
SDSS J163726.55+193516.2,249.36068,19.587821,0.76,Q
SDSS J015658.40+001615.9,29.243356,0.271086,0.35,Q
SDSS J103706.13+604022.7,159.275588,60.672995,0.68,Q
SDSS J101854.12+572647.7,154.725525,57.446589,0.43,QX
SDSS J122618.62+534821.1,186.577594,53.805853,0.59,QX
SDSS J155739.65+083213.8,239.415232,8.53716,0.72,Q
SDSS J145744.61+462235.5,224.43586,46.376551,1.41,Q
SDSS J160132.68+560435.9,240.386217,56.076629,3.15,Q
SDSS J090655.42+274928.3,136.730954,27.824526,0.78,QR2
SDSS J013833.17+314025.2,24.638197,31.67369,0.99,Q
SDSS J142734.47+421555.9,216.893649,42.265552,0.27,QX
SDSS J234428.77+034141.5,356.119899,3.694878,0.63,Q
SDSS J133245.91+080217.6,203.191327,8.038225,2.72,Q
SDSS J102407.32+380902.4,156.030499,38.150654,0.65,Q
SDSS J083453.35+452130.4,128.72229,45.358438,2.07,Q
SDSS J135413.19+365607.9,208.554978,36.935547,1.28,Q
SDSS J080806.59+563703.6,122.0275,56.617657,0.58,Q
SDSS J143245.38+563107.0,218.189112,56.51861,0.81,Q
SDSS J150925.07+614258.3,227.35446,61.716197,0.28,A
SDSS J112211.22+223815.3,170.546749,22.637592,0.36,A
SDSS J075204.01+345711.3,118.016724,34.953152,1.72,Q
SDSS J144920.25+553429.4,222.334433,55.574814,0.46,Q
SDSS J222328.64-090448.8,335.869357,-9.080211,0.63,Q
SDSS J141905.16+522527.6,214.771523,52.424338,1.6,QX
SDSS J130410.33+594141.4,196.043064,59.694841,0.65,Q
SDSS J112410.99+104934.7,171.045803,10.826285,0.51,Q
SDSS J024205.81-032557.7,40.524229,-3.432703,0.77,Q
SDSS J153952.47+300842.1,234.968659,30.145042,0.84,Q
SDSS J225552.14+052813.0,343.967265,5.470316,0.96,Q
SDSS J114229.55+444724.9,175.623165,44.790264,0.8,QR
SDSS J125407.07+530842.9,193.529527,53.14525,0.76,Q
SDSS J010129.63+240011.3,15.37345,24.003151,0.76,Q
SDSS J144542.42+091815.3,221.426746,9.304265,0.66,Q
SDSS J083709.66+295116.0,129.29025,29.854461,0.67,Q
SDSS J082822.69+135246.7,127.094525,13.87966,0.94,Q
SDSS J130527.09+212728.2,196.362883,21.457871,0.76,Q
SDSS J010736.27+031248.3,16.901125,3.213461,0.73,Q
SDSS J225308.78+175049.6,343.286594,17.847135,0.47,Q
SDSS J092716.07+302355.4,141.816993,30.398747,1.79,QX
SDSS J111436.79+353950.6,168.653301,35.664051,0.62,Q
SDSS J155351.10+074043.4,238.462924,7.678714,0.95,Q
SDSS J162730.08+444241.2,246.875362,44.711439,0.22,A
SDSS J154849.96+151023.9,237.208191,15.173309,0.74,Q
SDSS J085739.33+013254.6,134.413875,1.548522,0.43,Q
SDSS J134328.00+291247.9,205.866664,29.213331,3.63,Q
SDSS J081635.52+334748.7,124.148074,33.796856,0.51,AR
SDSS J160706.10+382147.5,241.775479,38.363207,1.77,Q
SDSS J115216.60+452950.1,178.069192,45.497275,1.06,Q
SDSS J084255.61+570029.7,130.731735,57.008231,2.66,Q
SDSS J020836.08-060528.9,32.150316,-6.091391,1.04,QX
SDSS J072916.80+444243.0,112.319969,44.711942,0.61,Q
SDSS J224309.29+192111.1,340.788739,19.353088,1.01,Q
SDSS J215805.26-030303.3,329.521945,-3.05093,0.7,Q
SDSS J162926.70+342746.0,247.361275,34.462789,1.54,Q
SDSS J221402.38+294344.3,333.509946,29.728969,0.8,Q
SDSS J025927.23+011144.3,44.863471,1.195645,0.89,Q
SDSS J084551.86+233410.1,131.466072,23.569476,1.21,Q
SDSS J215701.82+102439.1,329.257597,10.410858,0.71,Q
SDSS J010153.95+050622.4,15.474791,5.106242,0.84,Q
SDSS J111619.41+365619.7,169.080902,36.938804,1.14,Q
SDSS J115829.40+493117.4,179.622535,49.521532,0.7,Q
SDSS J015046.15+164331.3,27.692336,16.725395,1.22,Q
SDSS J115714.47+461433.1,179.310314,46.242538,0.66,Q
SDSS J210922.56+085615.7,317.343997,8.937709,0.76,QR
SDSS J123923.24+361107.0,189.846841,36.185292,0.19,A
SDSS J090924.03+371526.9,137.350147,37.257476,0.69,QR
SDSS J124812.38-022541.9,192.051617,-2.428319,0.6,Q
SDSS J000116.51-031050.2,0.318828,-3.180616,1.1,Q
SDSS J000212.79+251511.5,0.553308,25.253213,0.75,Q
SDSS J001429.18+035429.5,3.621577,3.908202,0.55,QX
SDSS J220117.64+052305.8,330.323543,5.384969,0.99,Q
SDSS J014627.19+002100.9,26.613334,0.350269,0.4,A
SDSS J080526.71+503250.4,121.361313,50.547322,0.57,Q
SDSS J141720.29+514032.3,214.334585,51.675632,0.68,QX
SDSS J235323.32+264145.9,358.347189,26.696085,0.67,QR
SDSS J142341.94+204001.5,215.924773,20.667126,0.84,Q
SDSS J134603.18+643533.6,206.513335,64.592673,2.95,QX
SDSS J080906.12+210454.6,122.275526,21.081837,0.75,QX
SDSS J235601.58-084854.2,359.006595,-8.815123,0.68,Q
SDSS J141100.05+325009.7,212.750255,32.836027,0.58,Q
SDSS J105955.95+493042.8,164.983141,49.511902,1.49,Q
SDSS J152454.09+534245.7,231.225361,53.712696,0.74,Q
SDSS J155205.50+443852.9,238.022935,44.64802,0.89,Q
SDSS J144036.52+183921.9,220.152173,18.656086,0.61,Q
SDSS J091204.22+304516.9,138.017619,30.754722,0.39,Q
SDSS J155111.30+450636.9,237.797106,45.110255,0.58,QX
SDSS J085423.62+340139.4,133.598429,34.027641,2.99,Q
SDSS J133952.53+135504.0,204.968883,13.917792,0.24,AX
SDSS J223834.93+124006.8,339.645581,12.668567,0.68,Q
SDSS J112101.30+080926.3,170.255419,8.157337,0.5,Q
SDSS J224308.38+292500.6,340.784925,29.41684,0.47,QRX
SDSS J114451.74+162234.1,176.215578,16.376141,0.48,Q
SDSS J073810.08+390456.9,114.542024,39.082482,0.27,AX
SDSS J122345.62+434854.0,185.940107,43.815017,0.46,Q
SDSS J153845.29+272029.7,234.688764,27.341567,0.37,A
SDSS J080421.00+133227.6,121.087487,13.541014,2.43,Q
SDSS J140440.00+482732.6,211.166687,48.459055,0.84,Q
SDSS J111947.50+225147.6,169.947986,22.863215,0.49,QX
SDSS J154802.79+313647.9,237.011651,31.613329,0.58,Q
SDSS J115047.90+410515.6,177.69961,41.087668,0.78,Q
SDSS J153121.52+250053.2,232.839695,25.014764,0.83,Q
SDSS J085949.51+440723.4,134.956317,44.12317,0.63,Q
SDSS J135524.56+363642.3,208.852362,36.611725,0.73,Q
SDSS J001840.13+350205.7,4.667241,35.034943,0.73,QX
SDSS J122112.09+381801.3,185.300419,38.300361,1.58,Q
SDSS J154728.97+223001.4,236.870727,22.500408,0.55,Q
SDSS J011249.24-071147.3,18.205249,-7.196508,1.95,Q
SDSS J144917.45+253621.0,222.322752,25.605878,0.69,Q
SDSS J165219.52+401413.0,253.081322,40.236941,0.34,Q
SDSS J020044.60+215443.0,30.185843,21.911982,0.49,Q
SDSS J165655.03+411628.7,254.229336,41.274666,0.95,Q
SDSS J022909.46+024503.5,37.289462,2.750991,0.48,A
SDSS J222546.50+005341.3,336.443759,0.894813,0.97,Q
SDSS J003643.02+284311.8,9.1793,28.719939,0.52,Q
SDSS J102312.94+440724.9,155.803947,44.123594,0.58,Q
SDSS J083359.29+141054.3,128.49707,14.181753,0.21,AX
SDSS J224643.21+320358.0,341.680061,32.066124,0.33,A
SDSS J223427.53+192912.1,338.614727,19.486717,1.47,Q
SDSS J113903.46+590350.3,174.764481,59.064021,1.67,Q
SDSS J124632.27+534814.5,191.634497,53.804019,1.02,Q
SDSS J004853.34+261933.2,12.222244,26.325928,1.72,Q
SDSS J081156.01+433000.5,122.98337,43.500152,1.7,QR
SDSS J115050.71+353149.1,177.711319,35.530304,0.2,A
SDSS J205049.27+000559.1,312.705322,0.09977,0.88,Q
SDSS J093941.54+272743.0,144.923128,27.461976,0.72,Q
SDSS J214331.34-015915.4,325.880621,-1.987645,1.25,QR
SDSS J080002.21+220233.8,120.009206,22.042721,0.66,Q
SDSS J125356.53+194811.7,193.485515,19.803267,0.79,Q
SDSS J003013.92+145847.1,7.558014,14.979765,0.44,Q
SDSS J115100.57+415737.8,177.752363,41.960503,0.4,A
SDSS J122723.15+304743.5,186.846415,30.79544,0.22,AX
SDSS J130033.52+572835.0,195.139725,57.476383,0.33,QX
SDSS J141550.33+385236.3,213.959734,38.876762,0.64,Q
SDSS J013735.49+165027.0,24.397864,16.840833,1.02,QX
SDSS J022505.36+000540.5,36.272348,0.09461,0.21,AX
SDSS J073738.93+234451.8,114.412203,23.747739,0.86,Q
SDSS J164559.06+261658.4,251.496075,26.282893,2.49,Q
SDSS J003611.97+203324.6,9.049898,20.556872,1.66,Q
SDSS J223718.03+255941.4,339.325134,25.99483,0.8,Q
SDSS J115802.27+571121.3,179.509472,57.189266,1.95,Q
SDSS J093256.83+420315.3,143.23684,42.05426,0.84,Q
SDSS J140120.30+075037.4,210.334598,7.843719,0.98,Q
SDSS J150654.38+173456.7,226.726615,17.582425,0.5,Q
SDSS J004843.69-011125.3,12.18205,-1.190365,0.67,Q
SDSS J132909.86+210821.9,202.29109,21.139458,0.77,Q
SDSS J140901.87+294633.6,212.257855,29.775964,1.58,Q
SDSS J152359.40+572555.0,230.997511,57.431949,1.66,Q
SDSS J012609.19+311120.9,21.538292,31.189167,0.85,Q
SDSS J225437.84+271012.7,343.657676,27.170202,0.86,Q
SDSS J122254.86+381657.3,185.728611,38.282585,0.56,Q
SDSS J003529.96+211246.1,8.874845,21.21285,2.47,Q
SDSS J230003.12+293930.0,345.013064,29.658346,0.81,Q
SDSS J084833.07+303328.6,132.137871,30.557952,2.37,Q
SDSS J164852.28+492055.7,252.217841,49.348797,0.19,AX
SDSS J223932.12+211308.8,339.883831,21.219115,0.45,QX
SDSS J155844.51+215407.0,239.685464,21.901959,0.57,Q
SDSS J021330.32+304931.9,33.376363,30.825534,0.97,Q
SDSS J235723.96-091545.7,359.349838,-9.262714,0.8,Q
SDSS J005918.38+094058.3,14.826606,9.682871,0.78,Q
SDSS J150414.72+401751.6,226.061346,40.297692,0.34,AX
SDSS J172208.37+282401.5,260.534891,28.400422,0.45,QRX
SDSS J121640.85+442400.4,184.170227,44.400129,1.98,Q
SDSS J010652.50+301753.1,16.718789,30.298106,0.95,Q
SDSS J171049.47+325215.6,257.706143,32.871009,0.85,Q
SDSS J085225.33+214412.8,133.105549,21.736905,1.74,Q
SDSS J092947.91+304400.4,142.449657,30.733426,0.5,Q
SDSS J154240.38+453859.2,235.668271,45.649797,0.43,AX
SDSS J162815.89+401404.3,247.066216,40.234546,0.34,A
SDSS J025226.30+022430.4,43.109626,2.408493,0.83,Q
SDSS J215627.22+194240.5,329.113412,19.711241,0.79,Q
SDSS J022057.40+005002.4,35.239228,0.834012,1.29,Q
SDSS J171035.12+364457.0,257.646347,36.749172,0.22,QX
SDSS J234637.45+021028.7,356.656075,2.174667,0.65,Q
SDSS J152321.88+544220.3,230.841127,54.705666,0.55,QX
SDSS J011954.37+253257.6,19.976545,25.549372,2.06,Q
SDSS J004150.65+000728.1,10.46106,0.124477,0.45,AR
SDSS J084841.87+472353.6,132.174481,47.398239,0.65,QR
SDSS J144923.71+502826.8,222.348825,50.474122,0.25,A
SDSS J012519.44+244010.4,21.331,24.669577,0.5,Q
SDSS J164522.48+222130.9,251.343726,22.358594,2.32,Q
SDSS J082720.70+374706.7,126.836324,37.785224,0.82,QR2
SDSS J133842.28+340819.4,204.676191,34.138712,1.82,Q
SDSS J130827.76+381116.8,197.115708,38.188009,0.6,QX
SDSS J081527.70+453452.6,123.865412,45.581279,0.5,QRX
SDSS J232144.04+264738.7,350.433542,26.794081,0.37,A
SDSS J140435.10+531720.9,211.146302,53.289165,0.44,Q
SDSS J092147.04+371004.3,140.445998,37.167874,2.05,QX
SDSS J224936.92+091834.2,342.403841,9.309509,0.76,Q
SDSS J000923.32+360836.7,2.347173,36.143535,1.25,Q
SDSS J012622.92+201731.1,21.595529,20.291975,1.92,Q
SDSS J144943.66+041046.9,222.431921,4.179699,0.75,Q
SDSS J220959.21+220310.5,332.496726,22.052924,0.35,A
SDSS J161806.36+491209.4,244.526509,49.202613,0.66,Q
SDSS J015232.08+125806.9,28.133703,12.968595,0.4,A
SDSS J101811.09+030043.5,154.546247,3.012094,0.54,Q
SDSS J103903.81+291711.2,159.765955,29.286433,0.58,Q
SDSS J115357.45+460107.1,178.489394,46.01869,0.27,AX
SDSS J162444.89+415139.0,246.187045,41.860842,0.24,Q
SDSS J120428.63+232357.7,181.119376,23.399334,0.27,Q
SDSS J223741.03+164010.8,339.420983,16.669665,0.61,QR
SDSS J104057.34+082502.4,160.238924,8.417355,0.41,Q
SDSS J214128.40+005257.9,325.36835,0.882768,1.61,Q
SDSS J113939.36+025534.2,174.914033,2.926196,0.24,AX
SDSS J104724.96+655820.4,161.854008,65.972331,0.94,Q
SDSS J145200.37+500017.2,223.00155,50.004801,0.39,A
SDSS J015521.98-054951.9,28.841638,-5.831087,2.65,Q
SDSS J140633.38+413041.4,211.639128,41.511521,1.89,QX
SDSS J142614.83+350616.0,216.561805,35.10444,0.21,AX
SDSS J084252.44+500936.7,130.718531,50.1602,0.69,QX
SDSS J135255.64+555016.3,208.231911,55.837888,2.07,Q
SDSS J001515.30+283150.8,3.81374,28.530811,0.99,Q
SDSS J110559.56+022230.4,166.498168,2.375118,0.71,Q
SDSS J001026.57+123133.7,2.610702,12.526013,1.06,Q
SDSS J145512.15+584826.2,223.800629,58.807283,0.57,QX
SDSS J110223.56+574436.3,165.59819,57.743386,0.22,QX
SDSS J132326.64+353253.1,200.861024,35.548138,1.06,Q
SDSS J145501.91+144734.8,223.758043,14.792987,1.42,Q
SDSS J075330.31+532144.2,118.3763,53.362284,0.38,A
SDSS J132017.29+603531.9,200.072045,60.592228,0.84,QR
SDSS J172059.91+355258.4,260.249642,35.882892,2.93,Q
SDSS J163339.18+502612.7,248.413265,50.436873,0.81,Q
SDSS J101627.89+253936.8,154.116222,25.660197,0.62,QR
SDSS J230922.16+034439.7,347.342379,3.744384,0.6,Q
SDSS J215200.62+024842.3,328.002604,2.811744,0.68,Q
SDSS J091906.37+070520.0,139.776569,7.0889,0.72,QR2
SDSS J081835.72+381944.6,124.648869,38.329058,0.64,Q
SDSS J125717.41+104648.8,194.322527,10.780273,2.64,Q
SDSS J084406.85+444721.7,131.028582,44.789373,0.35,Q
SDSS J113942.33+400425.1,174.926376,40.073624,0.7,Q
SDSS J163538.26+514752.5,248.90946,51.79793,2.62,Q
SDSS J014202.93+132035.9,25.512224,13.343318,1.07,Q
SDSS J235544.48+085647.4,358.935378,8.946509,2.81,Q
SDSS J140153.52+200633.6,210.473042,20.109345,0.79,Q
SDSS J082312.13+264415.7,125.800604,26.737717,1.85,Q
SDSS J121434.22+143641.3,183.642598,14.61148,1.01,Q
SDSS J011428.00+275238.1,18.616702,27.877267,0.9,Q
SDSS J095933.62+171513.7,149.890138,17.253819,0.37,Q
SDSS J001957.59+064718.7,4.989966,6.788534,0.93,Q
SDSS J170224.06+381958.7,255.600258,38.332969,1.61,Q
SDSS J103304.86+211216.1,158.270298,21.20451,0.31,Q
SDSS J085554.19+041455.4,133.975802,4.248752,0.54,Q
SDSS J075633.22+442327.0,119.138421,44.390844,0.46,Q
SDSS J010345.13+093252.5,15.938073,9.547936,0.78,Q
SDSS J020515.82-021407.8,31.315918,-2.235527,0.43,A
SDSS J164559.60+385902.3,251.498369,38.983976,0.73,Q
SDSS J103214.31+335445.0,158.059652,33.912513,0.93,Q
SDSS J222159.89+143255.9,335.49952,14.548863,0.7,Q
SDSS J234233.85+245048.6,355.641062,24.846837,0.38,Q
SDSS J101146.62+645647.7,152.944264,64.946612,1.81,Q
SDSS J002539.46+190450.1,6.414465,19.080595,0.49,A
SDSS J153916.24+032322.0,234.817669,3.389479,0.35,QX
SDSS J225703.27+152033.1,344.263649,15.342546,0.67,Q
SDSS J140750.32+291126.9,211.959677,29.1908,2.21,Q
SDSS J000014.63+333128.6,0.060997,33.524631,1.64,Q
SDSS J105350.59+073306.3,163.460804,7.551737,0.76,Q
SDSS J152753.06+375410.5,231.971067,37.902946,1.24,QX
SDSS J115024.00+213748.3,177.600022,21.630113,0.68,Q
SDSS J023701.04-024910.2,39.254345,-2.81951,0.45,Q
SDSS J220624.01+113142.1,331.600063,11.528367,0.4,Q
SDSS J151456.90+502540.7,228.737111,50.427956,0.98,Q
SDSS J083133.32+353109.0,127.888866,35.519158,2.48,Q
SDSS J145201.24+473510.4,223.005189,47.586246,0.79,Q
SDSS J015744.15+291436.4,29.43403,29.243446,0.84,Q
SDSS J110026.52+294924.7,165.110501,29.823495,1.35,Q
SDSS J214022.63+000605.2,325.094323,0.101461,0.52,Q
SDSS J095653.94+103320.8,149.224783,10.555768,0.62,Q
SDSS J083537.83+433343.8,128.907647,43.562131,1.3,Q
SDSS J140916.16+425645.8,212.317316,42.946067,1.45,Q
SDSS J105937.70+354532.8,164.907121,35.759089,0.07,N
SDSS J165454.56+323121.9,253.727329,32.522756,0.3,A
SDSS J013434.47-023029.5,23.643646,-2.508189,0.52,Q
SDSS J020619.67+063606.0,31.582008,6.601662,0.52,Q
SDSS J103158.88+612431.6,157.995356,61.408788,0.43,QX
SDSS J085100.57+480719.8,132.752419,48.122155,0.75,Q
SDSS J091423.22+123423.6,138.596792,12.573219,0.77,Q
SDSS J125256.98+492716.4,193.237426,49.45454,0.58,Q
SDSS J235653.05-055011.4,359.22104,-5.836488,0.73,Q
SDSS J235847.64+081307.6,359.698509,8.218771,0.62,Q
SDSS J150344.10+461446.6,225.933738,46.246315,0.63,Q
SDSS J144542.00+140931.1,221.424999,14.158654,0.68,Q
SDSS J160219.98+080920.9,240.583269,8.15582,1,Q
SDSS J010545.82-071707.4,16.44093,-7.285399,0.88,Q
SDSS J235300.75+285131.8,358.253142,28.858859,0.87,QX
SDSS J085704.92+255222.3,134.270527,25.872859,2.44,Q
SDSS J110927.18+352214.0,167.363283,35.370563,1.61,Q
SDSS J124620.90+182123.8,191.587118,18.356625,0.26,AX
SDSS J162722.62+221452.3,246.844257,22.247863,0.27,Q
SDSS J220503.55+191600.1,331.26479,19.266687,0.76,Q
SDSS J154857.98+511502.1,237.241641,51.250578,0.56,Q
SDSS J010037.28+061946.2,15.155339,6.329516,0.48,A
SDSS J113635.58+460613.9,174.148278,46.103875,0.4,A
SDSS J153350.45+445019.2,233.46021,44.838691,0.6,Q
SDSS J163108.53+202247.7,247.785556,20.379963,0.81,QRX
SDSS J124836.71+423928.9,192.153015,42.658034,0.77,Q
SDSS J081017.24+401514.8,122.571847,40.25412,0.6,Q
SDSS J153753.73+561210.6,234.473877,56.202971,1.89,Q
SDSS J120743.80+425641.8,181.932525,42.94497,0.46,AX
SDSS J091644.29+451028.0,139.184541,45.17447,0.86,Q
SDSS J104539.01+255830.2,161.412582,25.975053,0.55,Q
SDSS J154256.12+055133.6,235.733874,5.859364,2.42,Q
SDSS J024703.24-071421.6,41.763541,-7.239347,0.33,Q
SDSS J114831.41+282028.1,177.130888,28.34113,0.28,AX
SDSS J015344.69+101918.6,28.43621,10.321877,0.57,Q
SDSS J232133.58+183450.0,350.389903,18.580565,0.61,Q
SDSS J234224.93+132603.1,355.60395,13.434203,0.73,Q
SDSS J113505.21+223408.4,173.771717,22.569039,0.46,Q
SDSS J082048.49+302552.3,125.202061,30.431183,0.45,A
SDSS J132008.85+634005.6,200.036875,63.668214,1.01,Q
SDSS J125646.57+511859.0,194.194071,51.31641,0.78,Q
SDSS J141036.11+285623.3,212.650461,28.939817,0.72,Q
SDSS J232812.46+064414.3,352.05193,6.737305,0.71,Q
SDSS J084001.21+120757.9,130.005092,12.132778,0.73,Q
SDSS J004000.44+321210.9,10.001851,32.203046,0.62,Q
SDSS J113322.25+305219.3,173.342752,30.872017,1.01,Q
SDSS J162155.44+414337.8,245.481026,41.727202,2.53,Q
SDSS J094327.97+415818.8,145.866578,41.971894,0.94,Q
SDSS J021103.71+293919.7,32.765496,29.655501,3.07,Q
SDSS J092724.68+521923.7,141.852842,52.323291,0.6,Q
SDSS J141504.72+553425.3,213.769696,55.573722,1.59,Q
SDSS J140912.31+453244.5,212.301283,45.545685,0.4,Q
SDSS J121610.70+553153.4,184.04462,55.53151,0.86,Q
SDSS J155620.24+521520.0,239.084345,52.255562,0.22,ARX
SDSS J002709.13+293637.1,6.788033,29.610361,0.46,A
SDSS J133708.05+190227.3,204.283567,19.040924,0.63,Q
SDSS J141402.58+365005.7,213.510794,36.83496,0.43,Q
SDSS J074900.61+163451.1,117.252541,16.580862,1.01,Q
SDSS J020246.57-050927.6,30.694059,-5.157675,0.86,QX
SDSS J121958.86+160910.6,184.995271,16.152931,2.17,Q
SDSS J164630.23+425034.6,251.62596,42.842962,0.76,Q
SDSS J095833.95+560224.4,149.641438,56.040101,0.21,ARX
SDSS J121903.69+053317.8,184.765387,5.554954,0.83,Q
SDSS J081147.55+213103.1,122.948154,21.517575,1.43,Q
SDSS J145212.96+030806.2,223.054018,3.135066,0.65,QX
SDSS J135515.71+591841.9,208.815491,59.311638,2.62,Q
SDSS J075452.78+432254.4,118.719957,43.381798,1.51,Q
SDSS J103005.97+053220.9,157.524918,5.539134,0.82,QX
SDSS J010029.82+270418.4,15.124292,27.071796,0.24,QX
SDSS J074413.19+192328.2,116.054969,19.391175,2,Q
SDSS J120220.27+552639.2,180.584501,55.444246,0.42,QX
SDSS J161543.69+064244.7,243.932079,6.712425,0.34,Q
SDSS J110451.58+481009.3,166.21501,48.169257,1.64,Q
SDSS J114821.97+501734.8,177.091556,50.293036,1.07,Q
SDSS J112037.18+293121.9,170.154959,29.522693,0.64,Q
SDSS J141412.30+371803.1,213.551247,37.30087,0.92,Q
SDSS J075516.28+334257.8,118.817862,33.716057,0.88,Q
SDSS J135844.07+430203.1,209.68362,43.034172,0.28,Q
SDSS J132631.24+211608.0,201.630162,21.268907,0.85,Q
SDSS J222548.40+304500.5,336.451671,30.750137,0.77,Q
SDSS J122421.50+290216.9,186.089621,29.038034,0.55,Q
SDSS J135511.04+393711.3,208.796011,39.619794,0.6,Q
SDSS J011001.43-032646.0,17.505992,-3.446124,0.63,Q
SDSS J094756.21-012154.5,146.984224,-1.36517,0.72,Q
SDSS J090612.23+272347.6,136.550972,27.396575,0.92,Q
SDSS J235551.00+191854.6,358.962554,19.315185,0.62,Q
SDSS J085931.76+180631.1,134.882357,18.108641,1.79,Q
SDSS J154805.12+520627.2,237.021374,52.10756,0.61,QX
SDSS J095519.20+344411.4,148.830003,34.736503,1.55,Q
SDSS J224734.40+181247.4,341.893343,18.213155,1.28,Q
SDSS J003453.53+282444.2,8.723052,28.412283,0.75,Q
SDSS J154717.76+393419.7,236.824023,39.572146,1.44,Q
SDSS J154132.48+563238.5,235.385352,56.544049,1.78,Q
SDSS J074247.42+395936.8,115.697599,39.993578,0.64,Q
SDSS J083929.89+284224.1,129.874543,28.706723,0.38,Q
SDSS J153705.04+611638.1,234.27104,61.277264,0.9,Q
SDSS J105651.85+022743.7,164.216041,2.462113,2.35,Q
SDSS J000327.35+111210.3,0.863969,11.202865,1.03,Q
SDSS J020452.18+262102.4,31.217457,26.350657,0.53,Q
SDSS J142932.27+413524.9,217.384494,41.590253,0.27,AX
SDSS J093044.08+212108.0,142.68369,21.352243,1.67,QR
SDSS J132319.29+353317.7,200.830374,35.554909,0.99,QX
SDSS J004750.91+024723.1,11.962178,2.789768,0.36,Q
SDSS J214948.45+001741.1,327.451899,0.294762,2.35,Q
SDSS J075232.68+132009.6,118.136165,13.336019,0.83,Q
SDSS J001837.81+061845.7,4.657568,6.312721,2.66,Q
SDSS J124347.49+184856.6,190.947881,18.815728,0.22,QX
SDSS J091311.01+345626.1,138.295889,34.940593,0.49,NX
SDSS J134112.50+543138.0,205.302068,54.527249,0.37,A
SDSS J091044.47+590330.1,137.685354,59.058364,0.78,Q
SDSS J163352.42+230816.2,248.468435,23.137852,3.23,Q
SDSS J170114.41+240719.9,255.310069,24.122184,0.39,Q
SDSS J142055.02+612038.0,215.229259,61.343877,0.83,Q
SDSS J224302.18+001756.9,340.7591,0.299142,1.19,Q
SDSS J142210.60+513104.5,215.54423,51.517926,0.88,Q
SDSS J083634.59+513033.8,129.144132,51.509397,1.14,Q
SDSS J214752.82-013333.4,326.970098,-1.559283,0.68,Q
SDSS J015254.76+273747.8,28.228203,27.629959,1.43,QR
SDSS J143816.78+191955.5,219.569932,19.332092,0.31,Q
SDSS J141704.04+064741.8,214.266875,6.794972,0.6,QX
SDSS J111935.13+361545.6,169.896416,36.262696,0.67,QR
SDSS J143443.89+544426.4,218.682908,54.740689,0.8,Q
SDSS J003712.58-010833.0,9.302411,-1.142518,1.65,QX
SDSS J110051.16+395133.2,165.213201,39.859255,0.36,A
SDSS J155945.15+050037.7,239.938163,5.010506,2.71,Q
SDSS J234429.46+285034.6,356.122782,28.842971,0.86,Q
SDSS J094334.68+055703.7,145.894501,5.95104,0.34,Q
SDSS J104806.88+154632.8,162.028689,15.775789,0.51,Q
SDSS J101724.55+481226.7,154.352348,48.207429,1.19,Q
SDSS J094507.48+472725.3,146.281162,47.457044,0.39,Q
SDSS J233710.64+251425.5,354.294374,25.240465,0.48,A
SDSS J114852.69+514542.0,177.219553,51.761641,0.87,QX
SDSS J023452.69+030334.1,38.719551,3.059463,2.1,Q
SDSS J101552.15+034305.1,153.967297,3.718092,0.62,Q
SDSS J170045.09+485638.7,255.18791,48.944076,0.79,Q
SDSS J233254.45+225935.5,353.226911,22.99318,2.79,Q
SDSS J172233.52+275319.9,260.639678,27.888867,2.24,Q
SDSS J082009.79+245049.9,125.040794,24.8472,1.83,Q
SDSS J222111.71+235332.5,335.298798,23.892371,2.18,Q
SDSS J015424.21+212646.2,28.600859,21.446214,0.77,Q
SDSS J153831.41+484859.5,234.630901,48.816547,0.69,Q
SDSS J100145.17+421256.8,150.438247,42.21577,0.36,QRX
